permitnum,address,category,description,statuscurrent,applieddate,decisiondate,communityname,ward,quadrant,latitude,longitude,srg,sector
DP2024-04888,4512 15 ST SW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,Released,2024-07-03T00:00:00.000,2024-08-26T00:00:00.000,ALTADORE,8.0,SW,51.014,-114.097,ESTABLISHED,CENTRE
DP2024-04885,155 CRIMSON RIDGE PL NW,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (11 BUILDINGS),Released,2024-07-03T00:00:00.000,2025-02-10T00:00:00.000,HASKAYNE,1.0,NW,51.109,-114.265,DEVELOPING,NORTHWEST
DP2024-04883,86 RED SKY GR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-03T00:00:00.000,2024-07-29T00:00:00.000,REDSTONE,5.0,NE,51.171,-113.958,DEVELOPING,NORTHEAST
DP2024-04879,60 TUSCANY RIDGE PL NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL LENGTH,Released,2024-07-03T00:00:00.000,2024-08-16T00:00:00.000,TUSCANY,1.0,NW,51.12,-114.249,ESTABLISHED,NORTHWEST
DP2024-04872,3223 COCHRANE RD NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-03T00:00:00.000,2025-02-28T00:00:00.000,BANFF TRAIL,7.0,NW,51.081,-114.116,ESTABLISHED,CENTRE
DP2024-04869,6628 LETHBRIDGE CR SW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-03T00:00:00.000,2024-09-11T00:00:00.000,LAKEVIEW,11.0,SW,50.995,-114.139,ESTABLISHED,WEST
DP2024-04865,2036 56 AV SW,Residential - Contextual Dwelling,NEW: CONTEXTUAL SINGLE DETACHED DWELLING,Released,2024-07-03T00:00:00.000,2024-08-23T00:00:00.000,NORTH GLENMORE PARK,11.0,SW,51.003,-114.108,ESTABLISHED,WEST
DP2024-04860,206 REDSTONE DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT AVPA),Released,2024-07-03T00:00:00.000,2024-08-19T00:00:00.000,REDSTONE,5.0,NE,51.169,-113.962,DEVELOPING,NORTHEAST
DP2024-04964,137 SKYVIEW SHORES GD NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-04T00:00:00.000,2024-07-26T00:00:00.000,SKYVIEW RANCH,5.0,NE,51.158,-113.962,DEVELOPING,NORTHEAST
DP2024-04963,228 MARGATE CL NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - AVPA,Released,2024-07-04T00:00:00.000,2024-08-12T00:00:00.000,MARLBOROUGH,10.0,NE,51.061,-113.972,ESTABLISHED,NORTHEAST
DP2024-04962,4630 43 ST NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - AVPA,Released,2024-07-04T00:00:00.000,2024-09-16T00:00:00.000,WHITEHORN,10.0,NE,51.094,-113.973,ESTABLISHED,NORTHEAST
DP2024-04954,19 RED SKY CR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-04T00:00:00.000,2024-09-06T00:00:00.000,REDSTONE,5.0,NE,51.173,-113.958,DEVELOPING,NORTHEAST
DP2024-04947,1722 32 AV SW,Residential - Contextual Dwelling,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-04T00:00:00.000,2024-09-27T00:00:00.000,SOUTH CALGARY,8.0,SW,51.025,-114.101,ESTABLISHED,CENTRE
DP2024-04938,1520 37 AV SW,Residential - Multi-Family,"REVISION: MULTI-RESIDENTIAL DEVELOPMENT, ACCESSORY RESIDENTIAL BUILDING (LANDSCAPING, FLOOR PLAN AND EXTERIOR CHANGES TO DP2022-07766)",Released,2024-07-04T00:00:00.000,2024-12-12T00:00:00.000,ALTADORE,8.0,SW,51.021,-114.096,ESTABLISHED,CENTRE
DP2024-04937,431 ROWMONT BV NW,Residential - New Single / Semi / Duplex,NEW: SINGLE DETACHED DWELLING,Released,2024-07-04T00:00:00.000,2024-07-31T00:00:00.000,HASKAYNE,,NW,51.107,-114.277,DEVELOPING,NORTHWEST
DP2024-04935,65 PANATELLA WY NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-04T00:00:00.000,2024-08-01T00:00:00.000,PANORAMA HILLS,3.0,NW,51.166,-114.071,ESTABLISHED,NORTH
DP2024-04932,331 TEMPLEBY PL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-04T00:00:00.000,2024-10-16T00:00:00.000,TEMPLE,10.0,NE,51.095,-113.943,ESTABLISHED,NORTHEAST
DP2024-04929,45 SHAWNEE HE SW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (COVERED DECK - REAR),Released,2024-07-04T00:00:00.000,2024-09-09T00:00:00.000,SHAWNEE SLOPES,13.0,SW,50.925,-114.086,ESTABLISHED,SOUTH
DP2024-04923,2213 1 ST NE,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-04T00:00:00.000,2025-08-06T00:00:00.000,TUXEDO PARK,7.0,NE,51.072,-114.06,ESTABLISHED,CENTRE
DP2024-04918,24 ARBOUR ESTATES LD NW,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - SIDE, 2ND FLOOR - SIDE, REAR, AND BALCONY)",Released,2024-07-04T00:00:00.000,2024-09-09T00:00:00.000,ARBOUR LAKE,2.0,NW,51.133,-114.199,ESTABLISHED,NORTHWEST
DP2024-04982,195 HIDDEN CR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL WIDTH,Released,2024-07-05T00:00:00.000,2024-09-13T00:00:00.000,HIDDEN VALLEY,3.0,NW,51.146,-114.119,ESTABLISHED,NORTH
DP2024-04980,13 MARTIN CROSSING CV NE,Residential - Secondary Suite,"NEW: BACKYARD SUITE (ABOVE GARAGE), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-05T00:00:00.000,2024-09-16T00:00:00.000,MARTINDALE,5.0,NE,51.118,-113.965,ESTABLISHED,NORTHEAST
DP2024-04975,166 CITYSCAPE WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-05T00:00:00.000,2025-01-13T00:00:00.000,CITYSCAPE,5.0,NE,51.148,-113.962,DEVELOPING,NORTHEAST
DP2024-04972,2519 CHATEAU PL NW,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (SOUTHEAST ELEVATION - MAIN FLOOR AND 2ND FLOOR),Released,2024-07-05T00:00:00.000,2024-11-07T00:00:00.000,CHARLESWOOD,4.0,NW,51.082,-114.12,ESTABLISHED,NORTHWEST
DP2024-04969,210A 16 ST NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-05T00:00:00.000,2024-10-23T00:00:00.000,HILLHURST,7.0,NW,51.054,-114.098,ESTABLISHED,CENTRE
DP2024-04968,1819 26 AV SW,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING),Released,2024-07-05T00:00:00.000,2025-01-24T00:00:00.000,SOUTH CALGARY,8.0,SW,51.03,-114.103,ESTABLISHED,CENTRE
DP2024-04966,2819 14 AV SE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-05T00:00:00.000,2024-10-21T00:00:00.000,ALBERT PARK/RADISSON HEIGHTS,9.0,SE,51.04,-113.994,ESTABLISHED,EAST
DP2024-04994,3710 26 AV SW,Residential - Multi-Family,"NEW: DWELLING UNITS (1 BUILDING), SECONDARY SUITES, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-06T00:00:00.000,2025-03-31T00:00:00.000,KILLARNEY/GLENGARRY,8.0,SW,51.03,-114.14,ESTABLISHED,CENTRE
DP2024-04993,227 26 AV NE,Residential - Multi-Family,"NEW: SEMI-DETACHED DWELLING (2 BUILDINGS), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-06T00:00:00.000,2024-11-18T00:00:00.000,TUXEDO PARK,7.0,NE,51.076,-114.058,ESTABLISHED,CENTRE
DP2024-04991,9400 BLACKFOOT TR SE,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (8 PHASES, 7 BUILDINGS)",Released,2024-07-06T00:00:00.000,2025-05-12T00:00:00.000,ACADIA,11.0,SE,50.97,-114.041,ESTABLISHED,SOUTH
DP2024-05002,1732 36 AV SW,Residential - Multi-Family - Renovations,REVISION: MULTI-RESIDENTIAL DEVELOPMENT (INCREASE TO DWELLING UNITS),Released,2024-07-07T00:00:00.000,2024-12-17T00:00:00.000,ALTADORE,8.0,SW,51.022,-114.102,ESTABLISHED,CENTRE
DP2024-05001,8228 ELBOW DR SW,Residential - Multi-Family,"NEW: DWELLING UNITS (2 BUILDINGS), SECONDARY SUITES, ACCESSORY RESIDENTIAL BUILDING (GARAGE - 2, CLASS 1 BICYCLE STORAGE - 1)",Released,2024-07-07T00:00:00.000,2024-12-18T00:00:00.000,KINGSLAND,11.0,SW,50.981,-114.083,ESTABLISHED,SOUTH
DP2024-05000,2216 12 AV NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (WEST PARCEL), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-07T00:00:00.000,2024-09-29T00:00:00.000,HOUNSFIELD HEIGHTS/BRIAR HILL,7.0,NW,51.063,-114.115,ESTABLISHED,CENTRE
DP2024-04999,2214 12 AV NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (EAST PARCEL), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-07T00:00:00.000,2024-09-29T00:00:00.000,HOUNSFIELD HEIGHTS/BRIAR HILL,7.0,NW,51.063,-114.115,ESTABLISHED,CENTRE
DP2024-04997,4603 43 ST NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (EXISTING),Released,2024-07-07T00:00:00.000,2024-09-11T00:00:00.000,WHITEHORN,10.0,NE,51.093,-113.974,ESTABLISHED,NORTHEAST
DP2024-05041,42 HARDISTY PL SW,Residential - Secondary Suite,NEW: BACKYARD SUITE,Released,2024-07-08T00:00:00.000,2024-09-13T00:00:00.000,HAYSBORO,11.0,SW,50.969,-114.078,ESTABLISHED,SOUTH
DP2024-05040,176B SAVANNA GD NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - AVPA,Released,2024-07-08T00:00:00.000,2024-08-02T00:00:00.000,SADDLE RIDGE,5.0,NE,51.139,-113.963,DEVELOPING,NORTHEAST
DP2024-05035,1430 4 ST NW,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-08T00:00:00.000,2024-09-29T00:00:00.000,CRESCENT HEIGHTS,7.0,NW,51.065,-114.071,ESTABLISHED,CENTRE
DP2024-05033,334 14 AV SW,Residential - Multi-Family,NEW: APARTMENT BUILDING (1 BUILDING),Released,2024-07-08T00:00:00.000,2024-11-22T00:00:00.000,BELTLINE,8.0,SW,51.04,-114.07,ESTABLISHED,CENTRE
DP2024-05027,128 MAITLAND PL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-08T00:00:00.000,2024-09-27T00:00:00.000,MARLBOROUGH PARK,10.0,NE,51.063,-113.938,ESTABLISHED,NORTHEAST
DP2024-05022,432 WILVERSIDE WY SE,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - FRONT AND REAR, 2ND FLOOR - FRONT & REAR)",Released,2024-07-08T00:00:00.000,2024-08-19T00:00:00.000,WILLOW PARK,11.0,SE,50.954,-114.055,ESTABLISHED,SOUTH
DP2024-05018,52 NOLANCREST CI NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-08T00:00:00.000,2024-07-26T00:00:00.000,NOLAN HILL,2.0,NW,51.175,-114.173,COMPLETE,NORTH
DP2024-05016,517 10 ST NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-08T00:00:00.000,2024-09-16T00:00:00.000,BRIDGELAND/RIVERSIDE,9.0,NE,51.057,-114.038,ESTABLISHED,CENTRE
DP2024-05014,421 NOLAN HILL BV NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT ),Released,2024-07-08T00:00:00.000,2024-07-30T00:00:00.000,NOLAN HILL,2.0,NW,51.173,-114.169,COMPLETE,NORTH
DP2024-05084,355 SAVANNA PA NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - AVPA,Released,2024-07-09T00:00:00.000,2024-10-14T00:00:00.000,SADDLE RIDGE,5.0,NE,51.138,-113.967,DEVELOPING,NORTHEAST
DP2024-05082,512 37 ST SW,Residential - Contextual Dwelling,"NEW: DWELLING UNIT (NORTH), SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-09T00:00:00.000,2024-12-05T00:00:00.000,SPRUCE CLIFF,6.0,SW,51.049,-114.141,ESTABLISHED,WEST
DP2024-05075,339 GREENFIELD RD NE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), ACCESSORY RESIDENTIAL BUILDING (GARAGE), SECONDARY SUITES (4 SUITES)",Released,2024-07-09T00:00:00.000,2025-01-20T00:00:00.000,GREENVIEW,4.0,NE,51.093,-114.055,ESTABLISHED,CENTRE
DP2024-05069,90 COVECREEK PL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-09T00:00:00.000,2024-09-09T00:00:00.000,COVENTRY HILLS,3.0,NE,51.172,-114.051,ESTABLISHED,NORTH
DP2024-05068,282 SADDLEFIELD PL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-09T00:00:00.000,2024-09-27T00:00:00.000,SADDLE RIDGE,5.0,NE,51.127,-113.937,DEVELOPING,NORTHEAST
DP2024-05065,532 51 AV SW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-09T00:00:00.000,2024-09-04T00:00:00.000,WINDSOR PARK,11.0,SW,51.008,-114.076,ESTABLISHED,CENTRE
DP2024-05064,3515 42 ST SW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-09T00:00:00.000,2024-10-04T00:00:00.000,GLENBROOK,6.0,SW,51.023,-114.148,ESTABLISHED,WEST
DP2024-05048,4120 16 AV SE,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (5 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-09T00:00:00.000,2025-04-15T00:00:00.000,FOREST LAWN,9.0,SE,51.039,-113.975,ESTABLISHED,EAST
DP2024-05117,221 TARAWOOD CL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-10T00:00:00.000,2025-03-17T00:00:00.000,TARADALE,5.0,NE,51.122,-113.939,ESTABLISHED,NORTHEAST
DP2024-05116,8619 CITYSCAPE DR NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL LENGTH,Released,2024-07-10T00:00:00.000,2024-08-16T00:00:00.000,CITYSCAPE,5.0,NE,51.145,-113.949,DEVELOPING,NORTHEAST
DP2024-05110,8816 46 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-10T00:00:00.000,2024-09-27T00:00:00.000,BOWNESS,1.0,NW,51.094,-114.214,ESTABLISHED,NORTHWEST
DP2024-05104,447 31 AV NW,Residential - Multi-Family,"NEW: TOWNHOUSE (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-10T00:00:00.000,2025-01-14T00:00:00.000,MOUNT PLEASANT,7.0,NW,51.08,-114.07,ESTABLISHED,CENTRE
DP2024-05100,1922 12 AV SW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (2 BUILDINGS), SECONDARY SUITE (10 SUITES)",Released,2024-07-10T00:00:00.000,2024-09-19T00:00:00.000,SUNALTA,8.0,SW,51.043,-114.106,ESTABLISHED,CENTRE
DP2024-05098,36 BUTLER CR NW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-10T00:00:00.000,2024-09-03T00:00:00.000,BRENTWOOD,4.0,NW,51.091,-114.126,ESTABLISHED,NORTHWEST
DP2024-05095,3104 15 AV SW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT)",Released,2024-07-10T00:00:00.000,2024-11-11T00:00:00.000,SHAGANAPPI,8.0,SW,51.039,-114.131,ESTABLISHED,CENTRE
DP2024-05094,3108 15 AV SW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT)",Released,2024-07-10T00:00:00.000,2024-11-11T00:00:00.000,SHAGANAPPI,8.0,SW,51.039,-114.132,ESTABLISHED,CENTRE
DP2024-05093,110 LUCAS AV NW,Residential - Multi-Family,"NEW: DWELLING UNITS (2 BUILDINGS), LIVE WORK UNITS, ACCESSORY RESIDENTIAL BUILDING (AMENITY BUILDING)",Released,2024-07-10T00:00:00.000,2025-02-12T00:00:00.000,LIVINGSTON,3.0,NW,51.188,-114.072,DEVELOPING,NORTH
DP2024-05088,4819 NIPAWIN CR NW,Residential - Secondary Suite,"NEW: SECONDARY SUITE (BASEMENT, SIDE ENTRY)",Released,2024-07-10T00:00:00.000,2024-09-16T00:00:00.000,NORTH HAVEN,4.0,NW,51.096,-114.086,ESTABLISHED,NORTH
DP2024-05146,52R FALWORTH PL NE,Residential - Secondary Suite,"NEW: BACKYARD SUITE (ABOVE GARAGE), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-11T00:00:00.000,2025-06-15T00:00:00.000,FALCONRIDGE,5.0,NE,51.101,-113.951,ESTABLISHED,NORTHEAST
DP2024-05120,611 SAVANNA LD NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT),Released,2024-07-11T00:00:00.000,2024-08-01T00:00:00.000,SADDLE RIDGE,5.0,NE,51.137,-113.963,DEVELOPING,NORTHEAST
DP2024-05169,1932 29 ST SW,Residential - Multi-Family,"NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-12T00:00:00.000,2025-02-28T00:00:00.000,KILLARNEY/GLENGARRY,8.0,SW,51.037,-114.129,ESTABLISHED,CENTRE
DP2024-05194,3216 COCHRANE RD NW,Residential - New Single / Semi / Duplex,REVISION: SINGLE DETACHED DWELLING (CHANGE TO DP2023-03161),Released,2024-07-13T00:00:00.000,2024-08-30T00:00:00.000,BANFF TRAIL,7.0,NW,51.081,-114.116,ESTABLISHED,CENTRE
DP2024-05196,615 MAIDSTONE DR NE,Residential - Additions over 10 sq metres,"ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - FRONT PORCH, 2ND FLOOR - FRONT)",Released,2024-07-14T00:00:00.000,2024-09-06T00:00:00.000,MARLBOROUGH PARK,10.0,NE,51.06,-113.952,ESTABLISHED,NORTHEAST
DP2024-05223,404 PINEGREEN CL NE,Residential - Secondary Suite,"NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-15T00:00:00.000,2024-12-16T00:00:00.000,PINERIDGE,10.0,NE,51.069,-113.952,ESTABLISHED,NORTHEAST
DP2024-05210,3116 4A ST NW,Residential - New Single / Semi / Duplex,"NEW: SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-15T00:00:00.000,2024-09-12T00:00:00.000,MOUNT PLEASANT,7.0,NW,51.08,-114.073,ESTABLISHED,CENTRE
DP2024-05207,119 DISCOVERY DR SW,Residential - Additions over 10 sq metres,RELAXATION: ACCESSORY RESIDENTIAL BUILDING (COVERED WALKWAY) - SEPARATION FROM MAIN RESIDENTIAL BUILDING,Released,2024-07-15T00:00:00.000,2024-10-03T00:00:00.000,DISCOVERY RIDGE,6.0,SW,51.01,-114.193,ESTABLISHED,WEST
DP2024-05250,2731 17 ST SE,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR AND 2ND FLOOR REAR) - EXISTING BUILDING TO CONFORM WITH 1P2007,Released,2024-07-16T00:00:00.000,2024-08-26T00:00:00.000,INGLEWOOD,9.0,SE,51.029,-114.019,ESTABLISHED,CENTRE
DP2024-05249,321 HARVEST HILLS WY NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL LENGTH,Released,2024-07-16T00:00:00.000,2024-09-09T00:00:00.000,HARVEST HILLS,3.0,NE,51.153,-114.043,ESTABLISHED,NORTH
DP2024-05242,5503 ELBOW DR SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GAZEBO)",Released,2024-07-16T00:00:00.000,2024-10-14T00:00:00.000,WINDSOR PARK,11.0,SW,51.005,-114.082,ESTABLISHED,CENTRE
DP2024-05232,287 MARTINDALE BV NE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - AVPA,Released,2024-07-16T00:00:00.000,2024-08-02T00:00:00.000,MARTINDALE,5.0,NE,51.113,-113.963,ESTABLISHED,NORTHEAST
DP2024-05275,10461 HIDDEN VALLEY DR NW,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL SIZE,Released,2024-07-17T00:00:00.000,2024-08-26T00:00:00.000,HIDDEN VALLEY,3.0,NW,51.148,-114.101,ESTABLISHED,NORTH
DP2024-05267,57 MARTIN CROSSING GR NE,Residential - Additions over 10 sq metres,ADDITION: SINGLE DETACHED DWELLING (SUNROOM),Released,2024-07-17T00:00:00.000,2025-01-24T00:00:00.000,MARTINDALE,5.0,NE,51.117,-113.959,ESTABLISHED,NORTHEAST
DP2024-05266,3617 5 AV NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (3 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-17T00:00:00.000,2025-01-31T00:00:00.000,PARKDALE,7.0,NW,51.062,-114.14,ESTABLISHED,CENTRE
DP2024-05265,2432 37 ST SW,Residential - Multi-Family,NEW: MULTI-RESIDENTIAL DEVELOPMENT (2 BUILDINGS); SECONDARY SUITE (5 SUITES); ACCESSORY RESIDENTIAL BUILDING (GARAGE); SIGN - CLASS A (ADDRESS SIGN),Released,2024-07-17T00:00:00.000,2024-11-21T00:00:00.000,KILLARNEY/GLENGARRY,8.0,SW,51.032,-114.141,ESTABLISHED,CENTRE
DP2024-05307,134 LISSINGTON DR SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (NORTH PARCEL), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-18T00:00:00.000,2024-11-01T00:00:00.000,NORTH GLENMORE PARK,11.0,SW,51.004,-114.115,ESTABLISHED,WEST
DP2024-05303,4730 79 ST NW,Residential - Multi-Family,"NEW: ROWHOUSE BUILDING (1 BUILDINGS), SECONDARY SUITE (4 SUITES), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-18T00:00:00.000,2025-01-29T00:00:00.000,BOWNESS,1.0,NW,51.095,-114.202,ESTABLISHED,NORTHWEST
DP2024-05301,2627 31 ST SW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)",Released,2024-07-18T00:00:00.000,2025-01-31T00:00:00.000,KILLARNEY/GLENGARRY,8.0,SW,51.031,-114.133,ESTABLISHED,CENTRE
DP2024-05295,342 BELVEDERE BV SE,Residential - Multi-Family,NEW: ROWHOUSE BUILDING (1 BUILDING),Released,2024-07-18T00:00:00.000,2025-03-27T00:00:00.000,BELVEDERE,9.0,SE,51.042,-113.902,DEVELOPING,EAST
DP2024-05292,3728 2 AV SW,Residential - Contextual Dwelling,"NEW: CONTEXTUAL SEMI-DETACHED DWELLING, SECONDARY SUITE (BASEMENT), ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-18T00:00:00.000,2024-12-23T00:00:00.000,SPRUCE CLIFF,6.0,SW,51.051,-114.141,ESTABLISHED,WEST
DP2024-05288,1417 2A ST NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-18T00:00:00.000,2024-08-26T00:00:00.000,CRESCENT HEIGHTS,7.0,NW,51.065,-114.069,ESTABLISHED,CENTRE
DP2024-05283,1420 15 ST SE,Residential - Secondary Suite,NEW: SECONDARY SUITE (BASEMENT - 2 UNITS) - DENSITY & FLOOD FRINGE,Released,2024-07-18T00:00:00.000,2024-07-22T00:00:00.000,INGLEWOOD,9.0,SE,51.04,-114.025,ESTABLISHED,CENTRE
DP2024-05334,30 SADDLECREST GV NE,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING (ATTACHED GARAGE) - BUILDING SETBACK FROM SIDE PROPERTY LINE, SECONDARY SUITE (BASEMENT)",Released,2024-07-19T00:00:00.000,2024-11-11T00:00:00.000,SADDLE RIDGE,5.0,NE,51.133,-113.94,DEVELOPING,NORTHEAST
DP2024-05330,2401 4 AV NW,Residential - New Single / Semi / Duplex,"NEW: SINGLE DETACHED DWELLING, ACCESSORY RESIDENTIAL BUILDING (GARAGE)",Released,2024-07-19T00:00:00.000,2024-10-11T00:00:00.000,WEST HILLHURST,7.0,NW,51.056,-114.116,ESTABLISHED,CENTRE
